episode,goal_x,goal_y,goal_label,reason,success,return,steps,dist_start,dist_end,dist_min,ang_end,min_range_end,min_range_min,last_reward,mean_reward,avg_loss,epsilon,buffer_size,train_steps,c_step,c_progress,c_orient,c_obstacle,c_spin,c_near,c_far,c_term_override
10,-7.0,0.0,easy,stuck,0,-37.01232097624335,115,7.0,6.216777328690389,4.678186960436367,2.6334804550325543,0.8437358140945435,0.4965973496437073,-35.2656081542376,-0.32184626935863786,0.616711612402097,0.9938687197290492,1122,123,-0.020000000000000014,0.020431895773294198,-0.0017842059953008498,-5.917652793552564e-05,-0.016086956521739137,0.0,0.0,-0.30434782608695654
11,-7.0,0.0,easy,collision,0,-68.90055543704666,80,7.0,4.286772793747669,4.286772793747669,0.7435638750123132,0.2000000774860382,0.2000000774860382,-80.0,-0.8612569429630833,0.5405295975739136,0.989901086215804,1202,203,-0.02000000000000001,0.1017460202344624,0.10061797278658542,-0.028779412806034087,-0.02000000000000001,0.0,0.0,-0.994841523178097
12,-7.0,0.0,easy,stuck,0,-33.814390772116774,121,7.0,5.985546521025947,5.239508956962596,1.8044283743231482,0.4400022625923157,0.4400022625923157,-35.20465361601886,-0.2794577749761717,0.615904823061048,0.9839301157674482,1323,324,-0.020000000000000014,0.025151739148117015,0.020927638560135773,-0.0009916981389699888,-0.015289256198347116,0.0,0.0,-0.2892561983471074
13,-7.0,0.0,easy,collision,0,-71.35995722013175,80,7.0,4.736685060423793,4.736685060423793,1.221933679669097,0.20230931043624878,0.20230931043624878,-80.0,-0.8919994652516469,0.5051497858949006,0.9800021582570493,1403,404,-0.02000000000000001,0.08487431023410777,0.07854573761186187,-0.02594161182641983,-0.015625000000000007,0.0,0.0,-0.9938529012711967
14,-7.0,0.0,easy,stuck,0,-37.87833457879169,102,7.0,6.799164264077536,5.926063428910717,2.129548065648832,1.039995551109314,1.039995551109314,-35.14951922830864,-0.37135622136070284,0.4876727561703792,0.9750167462204384,1505,506,-0.020000000000000014,0.005906933409484234,0.0015603746415776925,0.0,-0.01568627450980393,0.0,0.0,-0.3431372549019608
15,-7.0,0.0,easy,stuck,0,-35.41517783376771,116,7.0,6.19738146751477,5.613582324751329,1.7331214151878234,0.7600129246711731,0.7600129246711731,-35.09036275197074,-0.30530325718765267,0.4377248874897587,0.9693778766492204,1621,622,-0.020000000000000014,0.020757375840135258,0.014197987661867306,0.0,-0.018534482758620692,0.0,0.0,-0.3017241379310345
16,-7.0,0.0,easy,collision,0,-68.95356467438364,83,7.0,4.238528681989324,4.238528681989324,1.1231813866823819,0.22572457790374756,0.22572457790374756,-80.0,-0.8307658394504053,0.3606309699994254,0.9653631943211106,1704,705,-0.02000000000000001,0.09981221631363889,0.10337151285223511,-0.033465141273406614,-0.021084337349397603,0.0,0.0,-0.959400089993475
17,-7.0,0.0,easy,collision,0,-69.18150759452334,69,7.0,4.382452968329276,4.382452968329276,1.0284488951186628,0.2200004607439041,0.2200004607439041,-80.0,-1.0026305448481643,0.4003515746984361,0.9620383468386456,1773,774,-0.02000000000000001,0.11380639268133583,0.09801075840639074,-0.02608636799065963,-0.01449275362318841,0.0,0.0,-1.1538685743220427
18,-7.0,0.0,easy,collision,0,-70.11837436893528,71,7.0,4.605920648144879,4.605920648144879,1.146613065420338,0.24000495672225952,0.24000495672225952,-80.0,-0.9875827375906377,0.44664112037756076,0.9586290805032744,1844,845,-0.02000000000000001,0.10115828247275158,0.08635337668282464,-0.020281067196751983,-0.015492957746478877,0.0,0.0,-1.1193203718029832
19,-7.0,0.0,easy,collision,0,-59.23069696182297,96,7.0,2.4772573411564243,2.4772573411564243,0.8383141876600835,0.22000239789485931,0.22000239789485931,-80.0,-0.616986426685656,0.4293021740547071,0.9540385721871467,1940,941,-0.020000000000000014,0.14133570808886173,0.13513831849584174,-0.028978032680849235,-0.016666666666666673,0.0,0.0,-0.8278157539228435
20,-7.0,0.0,easy,stuck,0,-742.6116135180929,101,7.0,8.553107292975692,6.455659943678041,2.210611277727179,1.1400175094604492,1.1200000047683716,-76.09585604697807,-7.352590232852405,0.4552355996969313,0.9492327022850817,2041,1042,-0.020000000000000014,-0.0461318997913572,-0.051679871286220876,0.0,-0.017326732673267335,0.0,-6.870917075636212,-0.3465346534653465
21,-7.0,0.0,easy,stuck,0,-36.65973205169858,117,7.0,6.34232181462879,5.7863228424268875,2.2687666213304656,0.3200003504753113,0.3200003504753113,-35.52639889259096,-0.31333104317691096,0.5612111623980042,0.9436957638879548,2158,1159,-0.020000000000000014,0.016863543214646403,0.017155352200782743,-0.011965323207724808,-0.016239316239316248,0.0,0.0,-0.29914529914529914
22,-7.0,0.0,easy,stuck,0,-41.367309300928255,101,7.0,7.3653556787762255,6.324972955420951,2.1124603691224575,1.1675702333450317,1.1200000047683716,-35.14733438140715,-0.40957731981117085,0.5031472350111102,0.9389419948050359,2259,1260,-0.020000000000000014,-0.010852148874541353,-0.015853883807916646,0.0,-0.016336633663366344,0.0,0.0,-0.3465346534653465
23,-7.0,0.0,easy,stuck,0,-32.60747681698539,190,7.0,5.451961882668129,4.924839185305486,2.2235440067048184,0.7400080561637878,0.7400080561637878,-35.28523111052296,-0.1716182990367652,0.4907634873531367,0.9300640608614532,2449,1450,-0.020000000000000014,0.02444270711576639,0.02367583595273157,0.0,-0.015526315789473671,0.0,0.0,-0.18421052631578946
24,-7.0,0.0,easy,collision,0,-70.21598466943654,73,7.0,4.164031266772749,4.164031266772749,0.85243509925068,0.18000441789627075,0.18000441789627075,-80.0,-0.9618628036909115,0.5489994850877213,0.9266754303357282,2522,1523,-0.02000000000000001,0.11654666026961305,0.11088674270567987,-0.06465604778838484,-0.017123287671232883,0.0,0.0,-1.0875168712065866
25,-7.0,0.0,easy,collision,0,-72.58340438236712,81,7.0,4.817337202336148,4.817337202336148,1.2924120093970997,0.24529069662094116,0.24529069662094116,-80.0,-0.8960914121279892,0.5854800680169353,0.9229298910404897,2603,1604,-0.02000000000000001,0.08083936287643896,0.07269073756563069,-0.03194494747821196,-0.016666666666666673,0.0,0.0,-0.9810098984251803
26,-7.0,0.0,easy,collision,0,-70.20071489404359,280,7.0,3.2301751283692637,2.326292484436132,2.5747841679671035,0.22000114619731903,0.22000114619731903,-80.0,-0.2507168389072985,0.5448964601648706,0.910098580536642,2883,1884,-0.01999999999999989,0.04039098076747217,0.035198824222850825,-0.008294288707630975,-0.014999999999999975,0.0,0.0,-0.28301235518999057
27,-7.0,0.0,easy,stuck,0,-36.54041842773849,115,7.0,6.1729970811654304,5.01610344905537,2.4230330365273813,0.3000100255012512,0.3000100255012512,-35.742769029872825,-0.31774276893685643,0.5465858118689578,0.90488039988984,2998,1999,-0.020000000000000014,0.02157398918698877,0.00989618545081145,-0.010517291400743567,-0.014347826086956528,0.0,0.0,-0.30434782608695654
28,-7.0,0.0,easy,collision,0,-70.36165026827751,82,7.0,4.627786689052642,4.627786689052642,1.3239671435981348,0.24000082910060883,0.24000082910060883,-80.0,-0.8580689057107014,0.5871275370804275,0.9011778930126703,3080,2081,-0.02000000000000001,0.08678829186392772,0.08293880402312209,-0.021463055072761163,-0.01646341463414635,0.0,0.0,-0.9698695318908438
29,-7.0,0.0,easy,collision,0,-58.05069000010468,91,7.0,2.2141568385221038,2.2141568385221038,-1.0537977977401374,0.22000114619731903,0.22000114619731903,-80.0,-0.6379196703308206,0.6019326992087312,0.8970867457382338,3171,2172,-0.020000000000000014,0.15777504927949104,0.13405689051217864,-0.022417202428147032,-0.012087912087912092,0.0,0.0,-0.8752464956064314
30,-7.0,0.0,easy,collision,0,-71.80232062719159,80,7.0,4.849193664479434,4.849193664479434,0.8260039974212168,0.24934625625610352,0.24934625625610352,-80.0,-0.8975290078398949,0.5402597840875387,0.8935054765363527,3251,2252,-0.02000000000000001,0.08065523758202123,0.06722235914294067,-0.01610598638653755,-0.012500000000000002,0.0,0.0,-0.9968006181783192
31,-7.0,0.0,easy,collision,0,-68.7313113878611,80,7.0,4.361547798323019,4.361547798323019,0.8472110369160917,0.16000017523765564,0.16000017523765564,-80.0,-0.8591413923482637,0.6187585964798927,0.8899385041559962,3331,2332,-0.02000000000000001,0.09894195756288679,0.09840647545764922,-0.026498428732156753,-0.01812500000000001,0.0,0.0,-0.9918663966366429
32,-7.0,0.0,easy,collision,0,-52.18631665946312,126,7.0,1.334914638416905,1.334914638416905,-1.496507155734882,0.18000370264053345,0.18000370264053345,-80.0,-0.41417711634494536,0.5654357778174537,0.8843493760903458,3457,2458,-0.020000000000000014,0.1348829847995975,0.13309146684073098,-0.01333299231907678,-0.019047619047619042,0.0,0.0,-0.629770956618578
33,-7.0,0.0,easy,collision,0,-67.55350063927123,72,7.0,4.183412348948473,4.183412348948473,0.7774254873741069,0.20000021159648895,0.20000021159648895,-80.0,-0.9382430644343227,0.6075035008705325,0.881171362741792,3529,2530,-0.02000000000000001,0.1173578187938136,0.10935579506637567,-0.024999613149298563,-0.016666666666666673,0.0,0.0,-1.1032903984785467
34,-7.0,0.0,easy,collision,0,-72.11578934674824,93,7.0,4.906751742864409,4.906751742864409,0.6116223740182773,0.2434549480676651,0.2434549480676651,-80.0,-0.7754385951263252,0.5240757196180282,0.8770833257555731,3622,2623,-0.020000000000000014,0.06752413732695454,0.06291076127025891,-0.013403412795835925,-0.017204301075268824,0.0,0.0,-0.855265779852434
35,-7.0,0.0,easy,collision,0,-67.39589991144535,70,7.0,3.939671697704325,3.939671697704325,0.6935433485974025,0.20000576972961426,0.20000576972961426,-80.0,-0.9627985701635051,0.5409048308219229,0.874018823509588,3692,2693,-0.02000000000000001,0.13115692724124317,0.1253106488967206,-0.047172088282448905,-0.015000000000000005,0.0,0.0,-1.13709405801902
36,-7.0,0.0,easy,collision,0,-56.280977410246926,108,7.0,1.8018644458394726,1.8018644458394726,-1.3066869823693374,0.20000068843364716,0.20000068843364716,-80.0,-0.52112016120599,0.58035240398237,0.8693117247892632,3800,2801,-0.020000000000000014,0.14439265428223688,0.12286743544504643,-0.017406963915736588,-0.014814814814814822,0.0,0.0,-0.7361584722027219
37,-7.0,0.0,easy,collision,0,-66.29776543644566,64,7.0,3.9642514081056213,3.9642514081056213,0.061100732108759104,0.20621483027935028,0.20621483027935028,-80.0,-1.0359025849444634,0.5983001841232181,0.8665343040771053,3864,2865,-0.02000000000000001,0.14230071524504898,0.11797681437349339,-0.021615274716168642,-0.012500000000000002,0.0,0.0,-1.242064839846837
38,-7.0,0.0,easy,stuck,0,992.1224976763953,191,7.0,2.4642568980966426,0.5025565381372722,-2.7849191936283435,0.5600126385688782,0.30000126361846924,-35.2105595246411,5.194358626577985,0.6299834888018863,0.8582980861052621,4055,3056,-0.020000000000000014,0.07124203824979099,0.0612358405160276,-0.050888718734861046,-0.01649214659685862,5.3325076864423195,0.0,-0.18324607329842932
39,-7.0,0.0,easy,success,1,453.07985719707676,116,7.0,0.32554180690779405,0.32554180690779405,-0.5158797029888484,0.9600069522857666,0.28029441833496094,200.0,3.905860837905834,0.7584590449415404,0.8533342421717759,4171,3172,-0.020000000000000014,0.17261529809721224,0.13488690890361976,-0.042263086499838995,-0.012068965517241384,2.320076834497586,0.0,1.3526138484244963
40,-7.0,0.0,easy,collision,0,-65.70588355134427,81,7.0,3.7120378350867895,3.7120378350867895,-0.05762530117771458,0.2454945594072342,0.2454945594072342,-80.0,-0.8111837475474601,0.8223319811585509,0.8498851414063989,4252,3253,-0.02000000000000001,0.12177637647826703,0.11564525383938398,-0.027114758888880413,-0.01913580246913581,0.0,0.0,-0.9823548165070948
41,-7.0,0.0,easy,collision,0,-66.89247373923091,59,7.0,4.041398475656524,4.041398475656524,0.7486968980364423,0.20000576972961426,0.20000576972961426,-80.0,-1.1337707413428968,0.848672936528416,0.8473816121717443,4311,3312,-0.02000000000000001,0.1504373656445835,0.11796647954409377,-0.02096509630397215,-0.010169491525423728,0.0,0.0,-1.351039998702178
42,-7.0,0.0,easy,collision,0,-56.281779214408886,113,7.0,1.304113809110251,1.304113809110251,-0.9860380307139822,0.24000230431556702,0.24000230431556702,-80.0,-0.49806884260538836,0.9020342597391753,0.8426072868738252,4424,3425,-0.020000000000000014,0.15121821745725,0.12970996373361035,-0.03893723055324723,-0.015486725663716823,0.0,0.0,-0.7045730675792846
43,-7.0,0.0,easy,collision,0,-69.18964587760604,58,7.0,4.306276524811296,4.306276524811296,1.0890809301590902,0.18000441789627075,0.18000441789627075,-80.0,-1.192924928924242,0.8302967255485469,0.8401672045688012,4482,3483,-0.02000000000000001,0.13933052457872605,0.10103502006295527,-0.03310271172687925,-0.008620689655172414,0.0,0.0,-1.3715670721838717
44,-7.0,0.0,easy,stuck,0,689.5240744027576,186,7.0,2.3746580307875536,0.6048644915503326,-2.2822722637864024,0.5000155568122864,0.280001699924469,-35.30195375860773,3.707118679584718,0.8291342984284124,0.8323896766889882,4668,3669,-0.020000000000000014,0.07460228982600717,0.0691211267857217,-0.07899837308032538,-0.015591397849462353,3.8661570769135287,0.0,-0.1881720430107527
45,-7.0,0.0,easy,collision,0,-71.79739566043244,76,7.0,4.68787999711676,4.68787999711676,1.5167983657557578,0.20000103116035461,0.20000103116035461,-80.0,-0.9447025744793742,1.016189214626425,0.8292325193860625,4744,3745,-0.02000000000000001,0.09126789485065419,0.078841960032991,-0.03368358784600308,-0.016447368421052638,0.0,0.0,-1.0446814730959637
46,-7.0,0.0,easy,collision,0,-69.41621745817731,80,7.0,4.469590936800935,4.469590936800935,1.357825377238136,0.20000068843364716,0.20000068843364716,-80.0,-0.8677027182272165,0.9889493115246296,0.8259221317373939,4824,3825,-0.02000000000000001,0.09489033986996495,0.0933028328342391,-0.02449956499040127,-0.01937500000000001,0.0,0.0,-0.9920213259410191
47,-7.0,0.0,easy,stuck,0,-36.379255315648756,108,7.0,6.611899320757617,5.875327615069755,2.168147337879735,0.5400005578994751,0.5400005578994751,-35.23320977625548,-0.33684495662637737,0.9539230165106279,0.8214740616217209,4932,3933,-0.020000000000000014,0.010780574423399525,0.01218928376503792,0.0,-0.01574074074074075,0.0,0.0,-0.32407407407407407
48,-7.0,0.0,easy,collision,0,-67.36363122950847,72,7.0,4.104053365556353,4.104053365556353,0.643422255125865,0.22000634670257568,0.22000634670257568,-80.0,-0.9356059892987287,0.9373586715923415,0.8185219981003259,5004,4005,-0.02000000000000001,0.12066444310181865,0.11258669577156516,-0.02746796442402734,-0.01736111111111112,0.0,0.0,-1.1040280526369741
49,-7.0,0.0,easy,collision,0,-68.30759528639501,273,7.0,1.9038946867817679,1.9038946867817679,1.5225836269873803,0.24000591039657593,0.24000591039657593,-80.0,-0.2502109717450367,0.8839718316282544,0.8074248060384525,5277,4278,-0.019999999999999896,0.05600115728811242,0.05235590836852727,-0.029896825224488645,-0.01776556776556773,0.0,0.0,-0.29090564441162
50,0.0,-6.0,easy,collision,0,-73.76099718674259,87,7.0710678118654755,5.181510797805205,5.181510797805205,-1.4075583421335538,0.18000371754169464,0.18000371754169464,-80.0,-0.8478275538706044,0.9661807931702713,0.8039200488860331,5364,4365,-0.020000000000000014,0.06515713841587138,0.06892141465407894,-0.02896417454741467,-0.020114942528735642,0.0,0.0,-0.9128269898644044
51,0.0,-6.0,easy,collision,0,-77.31520292098219,78,7.0710678118654755,5.755895927824177,5.755895927824177,-1.5026242887827084,0.20000042021274567,0.20000042021274567,-80.0,-0.9912205502690024,0.9133782190008041,0.8007907884874288,5442,4443,-0.02000000000000001,0.050583534001588396,0.05190964686553216,-0.03794169617004883,-0.018589743589743597,0.0,0.0,-1.0171822913763306
52,0.0,-6.0,easy,stuck,0,-30.243083214122365,154,7.0710678118654755,5.096405709253451,3.8294718375187577,-2.963547643551909,1.591492772102356,0.812541663646698,-35.42138755091138,-0.1963836572345608,0.8925156840062761,0.7946482250699786,5596,4597,-0.020000000000000014,0.03846744355737708,0.030278769337932186,0.0,-0.017857142857142846,0.0,0.0,-0.22727272727272727
53,0.0,-6.0,easy,collision,0,-58.91174430481039,114,7.0710678118654755,2.281549910464104,2.281549910464104,-1.2525592452133911,0.21090067923069,0.21090067923069,-80.0,-0.5167696868843017,0.8719611628013745,0.7901315021576925,5710,4711,-0.020000000000000014,0.12603994477372032,0.11536241814211752,-0.025025249311798496,-0.016666666666666677,0.0,0.0,-0.6964801338216743
54,0.0,-6.0,easy,stuck,0,-23.09258754039789,173,7.0710678118654755,2.8625390190101294,1.2125507461761784,-3.0735806664072225,0.8855378031730652,0.3000018298625946,-35.46893455892983,-0.1334831649733982,0.865733085426292,0.7833261700244563,5883,4884,-0.020000000000000014,0.07298026808419675,0.0594988022911671,-0.029488246909455756,-0.014161849710982655,0.0,0.0,-0.2023121387283237
55,0.0,-6.0,easy,collision,0,-60.5382668314341,129,7.0710678118654755,2.876728881114815,2.834549781688327,-1.6414698139298771,0.24000082910060883,0.24000082910060883,-80.0,-0.4692888901661558,0.7988380371600159,0.7782898499118267,6012,5013,-0.020000000000000014,0.09754276583141068,0.09758214200859487,-0.011472639418387599,-0.01744186046511628,0.0,0.0,-0.6154992981226575
56,0.0,-6.0,easy,stuck,0,356.44848043745907,175,7.0710678118654755,2.7193969559813724,0.7657248507048664,-2.8443702034561955,0.280329167842865,0.2604219317436218,-35.889120467588086,2.036848459642623,0.8826659970624107,0.771509352150961,6187,5188,-0.020000000000000014,0.07460007181515609,0.05228699698021508,-0.032882631506238665,-0.01599999999999999,2.1788440223534904,0.0,-0.2
57,0.0,-6.0,easy,collision,0,-62.9223941454152,127,7.0710678118654755,2.9005515729127156,2.788682134401981,-1.9001025194009107,0.24000123143196106,0.24000123143196106,-80.0,-0.4954519224048441,0.864536458230394,0.7666256677801498,6314,5315,-0.020000000000000014,0.09851613162880532,0.08918080840805949,-0.02047216469847311,-0.017716535433070866,0.0,0.0,-0.6249601623101648
58,0.0,-6.0,easy,collision,0,-66.2140837497014,133,7.0710678118654755,3.7381858500210288,3.728304693198784,-1.5685592422579793,0.24185967445373535,0.24185967445373535,-80.0,-0.4978502537571534,0.8666059498051951,0.7615443940177761,6447,5448,-0.020000000000000014,0.07517778861303265,0.06930994259709111,-0.00903920526791336,-0.01578947368421053,0.0,0.0,-0.5975093060151533
59,0.0,-6.0,easy,success,1,537.030689386956,121,7.0710678118654755,0.35827387603015354,0.35827387603015354,-1.0765121306660577,1.3319590091705322,1.1200000047683716,200.0,4.438270160222777,0.8418263531913442,0.7569508450914137,6568,5569,-0.020000000000000014,0.16643290750004933,0.1365115222209987,0.0,-0.011983471074380171,2.8542112792990744,0.0,1.3130979222770356
60,0.0,-6.0,easy,success,1,500.6217760560667,113,7.0710678118654755,0.3510141171573634,0.3510141171573634,0.18519061425668237,1.7721648216247559,1.1200000047683716,200.0,4.430281204035989,0.9244891241588423,0.7526860256557641,6681,5682,-0.020000000000000014,0.17840850516924192,0.1474244540154473,0.0,-0.013716814159292042,2.7377702939297097,0.0,1.400394765080882
61,0.0,-6.0,easy,collision,0,-57.53941893747596,101,7.0710678118654755,1.8803799062845503,1.8803799062845503,-0.7586316937450173,0.23785805702209473,0.23785805702209473,-80.0,-0.5696972172027323,0.9241301370139169,0.748894448227075,6782,5783,-0.020000000000000014,0.15417884868062157,0.1225409001523086,-0.024995078544805545,-0.011881188118811885,0.0,0.0,-0.7895406993720452
62,0.0,-6.0,easy,success,1,516.0480734159655,129,7.0710678118654755,0.37272765898562765,0.37272765898562765,-0.691520812128875,1.4040372371673584,1.1200000047683716,200.0,4.0003726621392675,0.9644570299821307,0.7440795035511875,6911,5912,-0.020000000000000014,0.15577535239255458,0.12947766916272269,0.0,-0.013565891472868224,2.5121941623907835,0.0,1.2364913696660758
63,0.0,-6.0,easy,stuck,0,-32.47200294819779,191,7.0710678118654755,2.5742071166710736,1.2363526695126679,-3.0076443686299683,0.3600025773048401,0.34000471234321594,-35.710734184756504,-0.170010486639779,1.0306905709324083,0.7370071915252314,7102,6103,-0.020000000000000014,0.07063131981980732,0.040579213861984965,-0.05965033969329914,-0.01832460732984291,0.0,0.0,-0.18324607329842932
64,0.0,-6.0,easy,success,1,414.1933833787227,116,7.0710678118654755,0.39856710627815295,0.39856710627815295,-0.3796197625354605,1.5442209243774414,1.1200000047683716,200.0,3.570632615333816,1.0390070088464638,0.7327448160920189,7218,6219,-0.020000000000000014,0.17256467342036172,0.14325665090585285,0.0,-0.011637931034482763,1.900197860160777,0.0,1.386251361881307
65,0.0,-6.0,easy,success,1,501.6353764544306,107,7.0710678118654755,0.3640560551229616,0.3640560551229616,1.0111295892667078,1.696422815322876,1.1000394821166992,200.0,4.688181088359165,1.1103542500010162,0.7288350016593106,7325,6326,-0.020000000000000014,0.1880470586002575,0.13990604305538437,0.0,-0.009345794392523367,2.90221988160418,0.0,1.487353899491866
66,0.0,-6.0,easy,stuck,0,623.4142103089,180,7.0710678118654755,2.614478564098304,0.6573434863650847,2.4798624726612353,1.340917706489563,1.1200000047683716,-35.35608065424964,3.463412279493889,1.269790387319194,0.7223047535833741,7505,6506,-0.020000000000000014,0.07427648746278619,0.07151915438611173,0.0,-0.014444444444444437,3.546505526533882,0.0,-0.19444444444444445
67,0.0,-6.0,easy,success,1,456.7468572601806,109,7.0710678118654755,0.3118308577944051,0.3118308577944051,0.19291204120290883,1.6397879123687744,1.1200000047683716,200.0,4.190338140001657,1.239568025693981,0.7183788024613416,7614,6615,-0.020000000000000014,0.18603404460746065,0.14556631232944853,0.0,-0.010091743119266057,2.457377366485319,0.0,1.4314521596986949
68,0.0,-6.0,easy,success,1,618.8242325524228,116,7.0710678118654755,0.3859992576034832,0.3859992576034832,-0.3590697908989444,1.452828288078308,1.1200000047683716,200.0,5.33469165993468,1.3759841361436351,0.7142241616456733,7730,6731,-0.020000000000000014,0.17288970398953424,0.1362871835073879,0.0,-0.011206896551724143,3.6747593296070513,0.0,1.3819623393824307
69,0.0,-6.0,easy,collision,0,-73.45146530594029,58,7.0710678118654755,5.2409817254060584,5.2409817254060584,-1.0669014182328045,0.24000172317028046,0.24000172317028046,-80.0,-1.2664045742403498,1.3662800372674548,0.7121558603553795,7788,6789,-0.02000000000000001,0.09465962516169399,0.070490240240446,-0.03168496643674785,-0.009482758620689653,0.0,0.0,-1.3703867145850521
70,0.0,-6.0,easy,stuck,0,627.9622326877504,175,7.0710678118654755,3.034201350548989,0.5477294290234954,2.837669336302489,1.2705423831939697,1.1200000047683716,-35.406117699277935,3.588355615358574,1.4406495009149825,0.7059515250205753,7963,6964,-0.020000000000000014,0.06920342505113977,0.06691365365566602,0.0,-0.011428571428571434,3.68366710808034,0.0,-0.2
71,0.0,-6.0,easy,collision,0,-67.53686589102809,133,7.0710678118654755,3.7434006007153116,3.7172134571305198,-1.7104590989519846,0.2111079841852188,0.2111079841852188,-80.0,-0.5077959841430684,1.426176813312043,0.7012724057158681,8096,7097,-0.020000000000000014,0.07506016265752248,0.0642306823131645,-0.015197095342148515,-0.015413533834586471,0.0,0.0,-0.5964761999370203
72,0.0,-6.0,easy,stuck,0,767.9367610209279,181,7.0710678118654755,2.4849343247694597,0.6285973696469768,3.002572635780866,1.63016676902771,1.1200000047683716,-35.46553779855396,4.242744536027225,1.4452421055972906,0.694954364750134,8277,7278,-0.020000000000000014,0.07601326221706098,0.0600686190904336,0.0,-0.014917127071823195,4.334949947537412,0.0,-0.19337016574585636
73,0.0,-6.0,easy,success,1,547.687711351102,121,7.0710678118654755,0.3563062671972534,0.3563062671972534,0.8011157184247595,1.7392477989196777,1.1000001430511475,200.0,4.526344721909934,1.5306560741968391,0.6907624792853531,8398,7399,-0.020000000000000014,0.16648169119012124,0.14123160584137595,0.0,-0.012809917355371906,2.9399494334111194,0.0,1.3114919088226893
74,0.0,-6.0,easy,collision,0,-61.789255259823975,121,7.0710678118654755,2.842696013740061,2.842696013740061,-0.6974477559966532,0.20000021159648895,0.20000021159648895,-80.0,-0.5106550021473055,1.648940773049662,0.6865958787955877,8519,7520,-0.020000000000000014,0.10483566441633262,0.09388840708400599,-0.015866900032216854,-0.016942148760330584,0.0,0.0,-0.6565700248550969
